# index  number of sampling vertical levels i j
29 18 2658 1
# k value
1 0.110156
2 0.106328
3 0.0973533
4 0.0849997
5 0.073028
6 0.0671922
9 0.0679956
20 0.0680438
30 0.0675503
40 0.0678439
50 0.0677416
55 0.0683231
60 0.0674972
61 0.0670596
62 0.0689915
63 0.0733056
64 0.0849997
65 0.0973533
# now the complete profile with fillled values
1 0.110156
2 0.106328
3 0.0973533
4 0.0849997
5 0.073028
6 0.0671922
7 0.06746
8 0.0677278
9 0.0679956
10 0.068
11 0.0680044
12 0.0680088
13 0.0680131
14 0.0680175
15 0.0680219
16 0.0680263
17 0.0680307
18 0.0680351
19 0.0680395
20 0.0680438
21 0.0679945
22 0.0679451
23 0.0678958
24 0.0678464
25 0.0677971
26 0.0677477
27 0.0676983
28 0.067649
29 0.0675996
30 0.0675503
31 0.0675796
32 0.067609
33 0.0676383
34 0.0676677
35 0.0676971
36 0.0677264
37 0.0677558
38 0.0677851
39 0.0678145
40 0.0678439
41 0.0678336
42 0.0678234
43 0.0678132
44 0.067803
45 0.0677928
46 0.0677825
47 0.0677723
48 0.0677621
49 0.0677519
50 0.0677416
51 0.0678579
52 0.0679742
53 0.0680905
54 0.0682068
55 0.0683231
56 0.0681579
57 0.0679927
58 0.0678276
59 0.0676624
60 0.0674972
61 0.0670596
62 0.0689915
63 0.0733056
64 0.0849997
65 0.0973533
