# index  number of sampling vertical levels i j
1845 18 3734 2700
# k value
1 0.159149
2 0.153619
3 0.140652
4 0.122804
5 0.105508
6 0.0970767
9 0.0982374
20 0.0983071
30 0.097594
40 0.0980182
50 0.0978705
55 0.0987105
60 0.0975174
61 0.0968852
62 0.0996763
63 0.105909
64 0.122804
65 0.140652
# now the complete profile with fillled values
1 0.159149
2 0.153619
3 0.140652
4 0.122804
5 0.105508
6 0.0970767
7 0.0974636
8 0.0978505
9 0.0982374
10 0.0982437
11 0.0982501
12 0.0982564
13 0.0982627
14 0.0982691
15 0.0982754
16 0.0982818
17 0.0982881
18 0.0982944
19 0.0983008
20 0.0983071
21 0.0982358
22 0.0981645
23 0.0980932
24 0.0980219
25 0.0979505
26 0.0978792
27 0.0978079
28 0.0977366
29 0.0976653
30 0.097594
31 0.0976364
32 0.0976788
33 0.0977212
34 0.0977637
35 0.0978061
36 0.0978485
37 0.0978909
38 0.0979333
39 0.0979758
40 0.0980182
41 0.0980034
42 0.0979886
43 0.0979739
44 0.0979591
45 0.0979443
46 0.0979296
47 0.0979148
48 0.0979
49 0.0978853
50 0.0978705
51 0.0980385
52 0.0982065
53 0.0983745
54 0.0985425
55 0.0987105
56 0.0984719
57 0.0982333
58 0.0979946
59 0.097756
60 0.0975174
61 0.0968852
62 0.0996763
63 0.105909
64 0.122804
65 0.140652
