# index  number of sampling vertical levels i j
1841 18 3393 2668
# k value
1 0.0575899
2 0.0555886
3 0.0508967
4 0.0444381
5 0.0381793
6 0.0351283
9 0.0355483
20 0.0355736
30 0.0353155
40 0.035469
50 0.0354156
55 0.0357196
60 0.0352878
61 0.035059
62 0.036069
63 0.0383244
64 0.0444381
65 0.0508967
# now the complete profile with fillled values
1 0.0575899
2 0.0555886
3 0.0508967
4 0.0444381
5 0.0381793
6 0.0351283
7 0.0352683
8 0.0354083
9 0.0355483
10 0.0355506
11 0.0355529
12 0.0355552
13 0.0355575
14 0.0355598
15 0.0355621
16 0.0355644
17 0.0355667
18 0.035569
19 0.0355713
20 0.0355736
21 0.0355478
22 0.035522
23 0.0354962
24 0.0354703
25 0.0354445
26 0.0354187
27 0.0353929
28 0.0353671
29 0.0353413
30 0.0353155
31 0.0353309
32 0.0353462
33 0.0353616
34 0.0353769
35 0.0353923
36 0.0354076
37 0.035423
38 0.0354383
39 0.0354537
40 0.035469
41 0.0354637
42 0.0354583
43 0.035453
44 0.0354476
45 0.0354423
46 0.035437
47 0.0354316
48 0.0354263
49 0.0354209
50 0.0354156
51 0.0354764
52 0.0355372
53 0.035598
54 0.0356588
55 0.0357196
56 0.0356332
57 0.0355468
58 0.0354605
59 0.0353741
60 0.0352878
61 0.035059
62 0.036069
63 0.0383244
64 0.0444381
65 0.0508967
