# index  number of sampling vertical levels i j
1268 18 3451 1795
# k value
1 0.0675023
2 0.0651566
3 0.059657
4 0.0520869
5 0.0447508
6 0.0411747
9 0.041667
20 0.0416965
30 0.0413941
40 0.041574
50 0.0415113
55 0.0418676
60 0.0413616
61 0.0410934
62 0.0422773
63 0.0449209
64 0.0520869
65 0.059657
# now the complete profile with fillled values
1 0.0675023
2 0.0651566
3 0.059657
4 0.0520869
5 0.0447508
6 0.0411747
7 0.0413388
8 0.0415029
9 0.041667
10 0.0416696
11 0.0416723
12 0.041675
13 0.0416777
14 0.0416804
15 0.0416831
16 0.0416858
17 0.0416885
18 0.0416911
19 0.0416938
20 0.0416965
21 0.0416663
22 0.041636
23 0.0416058
24 0.0415755
25 0.0415453
26 0.041515
27 0.0414848
28 0.0414545
29 0.0414243
30 0.0413941
31 0.041412
32 0.04143
33 0.041448
34 0.041466
35 0.041484
36 0.041502
37 0.04152
38 0.041538
39 0.041556
40 0.041574
41 0.0415677
42 0.0415614
43 0.0415552
44 0.0415489
45 0.0415427
46 0.0415364
47 0.0415301
48 0.0415239
49 0.0415176
50 0.0415113
51 0.0415826
52 0.0416539
53 0.0417251
54 0.0417964
55 0.0418676
56 0.0417664
57 0.0416652
58 0.041564
59 0.0414628
60 0.0413616
61 0.0410934
62 0.0422773
63 0.0449209
64 0.0520869
65 0.059657
