# index  number of sampling vertical levels i j
1792 18 2963 2546
# k value
1 0.0588494
2 0.0568044
3 0.0520098
4 0.04541
5 0.0390143
6 0.0358966
9 0.0363258
20 0.0363516
30 0.0360879
40 0.0362447
50 0.0361901
55 0.0365008
60 0.0360595
61 0.0358258
62 0.0368579
63 0.0391626
64 0.04541
65 0.0520098
# now the complete profile with fillled values
1 0.0588494
2 0.0568044
3 0.0520098
4 0.04541
5 0.0390143
6 0.0358966
7 0.0360397
8 0.0361827
9 0.0363258
10 0.0363281
11 0.0363305
12 0.0363328
13 0.0363352
14 0.0363375
15 0.0363399
16 0.0363422
17 0.0363445
18 0.0363469
19 0.0363492
20 0.0363516
21 0.0363252
22 0.0362988
23 0.0362725
24 0.0362461
25 0.0362197
26 0.0361934
27 0.036167
28 0.0361406
29 0.0361143
30 0.0360879
31 0.0361036
32 0.0361193
33 0.0361349
34 0.0361506
35 0.0361663
36 0.036182
37 0.0361977
38 0.0362134
39 0.0362291
40 0.0362447
41 0.0362393
42 0.0362338
43 0.0362284
44 0.0362229
45 0.0362174
46 0.036212
47 0.0362065
48 0.0362011
49 0.0361956
50 0.0361901
51 0.0362523
52 0.0363144
53 0.0363765
54 0.0364386
55 0.0365008
56 0.0364125
57 0.0363243
58 0.036236
59 0.0361478
60 0.0360595
61 0.0358258
62 0.0368579
63 0.0391626
64 0.04541
65 0.0520098
