# index  number of sampling vertical levels i j
189 18 1161 231
# k value
1 0.0600688
2 0.0579813
3 0.0530874
4 0.0463509
5 0.0398227
6 0.0366404
9 0.0370785
20 0.0371048
30 0.0368356
40 0.0369957
50 0.03694
55 0.037257
60 0.0368067
61 0.0365681
62 0.0376215
63 0.039974
64 0.0463509
65 0.0530874
# now the complete profile with fillled values
1 0.0600688
2 0.0579813
3 0.0530874
4 0.0463509
5 0.0398227
6 0.0366404
7 0.0367864
8 0.0369324
9 0.0370785
10 0.0370808
11 0.0370832
12 0.0370856
13 0.037088
14 0.0370904
15 0.0370928
16 0.0370952
17 0.0370976
18 0.0371
19 0.0371024
20 0.0371048
21 0.0370778
22 0.0370509
23 0.037024
24 0.0369971
25 0.0369702
26 0.0369433
27 0.0369164
28 0.0368894
29 0.0368625
30 0.0368356
31 0.0368516
32 0.0368676
33 0.0368836
34 0.0368996
35 0.0369157
36 0.0369317
37 0.0369477
38 0.0369637
39 0.0369797
40 0.0369957
41 0.0369901
42 0.0369846
43 0.036979
44 0.0369734
45 0.0369678
46 0.0369623
47 0.0369567
48 0.0369511
49 0.0369455
50 0.03694
51 0.0370034
52 0.0370668
53 0.0371302
54 0.0371936
55 0.037257
56 0.037167
57 0.0370769
58 0.0369868
59 0.0368968
60 0.0368067
61 0.0365681
62 0.0376215
63 0.039974
64 0.0463509
65 0.0530874
