# index  number of sampling vertical levels i j
680 18 1818 940
# k value
1 0.0662615
2 0.0639589
3 0.0585604
4 0.0511294
5 0.0439282
6 0.0404178
9 0.040901
20 0.04093
30 0.0406331
40 0.0408097
50 0.0407483
55 0.041098
60 0.0406012
61 0.040338
62 0.0415001
63 0.0440951
64 0.0511294
65 0.0585604
# now the complete profile with fillled values
1 0.0662615
2 0.0639589
3 0.0585604
4 0.0511294
5 0.0439282
6 0.0404178
7 0.0405789
8 0.0407399
9 0.040901
10 0.0409037
11 0.0409063
12 0.0409089
13 0.0409116
14 0.0409142
15 0.0409168
16 0.0409195
17 0.0409221
18 0.0409248
19 0.0409274
20 0.04093
21 0.0409004
22 0.0408707
23 0.040841
24 0.0408113
25 0.0407816
26 0.0407519
27 0.0407222
28 0.0406925
29 0.0406628
30 0.0406331
31 0.0406508
32 0.0406685
33 0.0406861
34 0.0407038
35 0.0407214
36 0.0407391
37 0.0407568
38 0.0407744
39 0.0407921
40 0.0408097
41 0.0408036
42 0.0407974
43 0.0407913
44 0.0407852
45 0.040779
46 0.0407729
47 0.0407667
48 0.0407606
49 0.0407544
50 0.0407483
51 0.0408182
52 0.0408882
53 0.0409581
54 0.0410281
55 0.041098
56 0.0409987
57 0.0408993
58 0.0407999
59 0.0407006
60 0.0406012
61 0.040338
62 0.0415001
63 0.0440951
64 0.0511294
65 0.0585604
