# index  number of sampling vertical levels i j
248 18 2604 305
# k value
1 0.0611317
2 0.0590073
3 0.0540268
4 0.0471711
5 0.0405273
6 0.0372887
9 0.0377346
20 0.0377613
30 0.0374874
40 0.0376504
50 0.0375936
55 0.0379163
60 0.037458
61 0.0372151
62 0.0382873
63 0.0406814
64 0.0471711
65 0.0540268
# now the complete profile with fillled values
1 0.0611317
2 0.0590073
3 0.0540268
4 0.0471711
5 0.0405273
6 0.0372887
7 0.0374373
8 0.037586
9 0.0377346
10 0.037737
11 0.0377394
12 0.0377419
13 0.0377443
14 0.0377467
15 0.0377492
16 0.0377516
17 0.037754
18 0.0377565
19 0.0377589
20 0.0377613
21 0.0377339
22 0.0377066
23 0.0376792
24 0.0376518
25 0.0376244
26 0.037597
27 0.0375696
28 0.0375422
29 0.0375148
30 0.0374874
31 0.0375037
32 0.03752
33 0.0375363
34 0.0375526
35 0.0375689
36 0.0375852
37 0.0376015
38 0.0376178
39 0.0376341
40 0.0376504
41 0.0376447
42 0.037639
43 0.0376333
44 0.0376277
45 0.037622
46 0.0376163
47 0.0376107
48 0.037605
49 0.0375993
50 0.0375936
51 0.0376582
52 0.0377227
53 0.0377872
54 0.0378518
55 0.0379163
56 0.0378246
57 0.037733
58 0.0376413
59 0.0375496
60 0.037458
61 0.0372151
62 0.0382873
63 0.0406814
64 0.0471711
65 0.0540268
