# index  number of sampling vertical levels i j
1223 18 3358 1722
# k value
1 0.0677
2 0.0653474
3 0.0598317
4 0.0522394
5 0.0448818
6 0.0412952
9 0.0417889
20 0.0418186
30 0.0415152
40 0.0416957
50 0.0416329
55 0.0419902
60 0.0414826
61 0.0412137
62 0.042401
63 0.0450524
64 0.0522394
65 0.0598317
# now the complete profile with fillled values
1 0.0677
2 0.0653474
3 0.0598317
4 0.0522394
5 0.0448818
6 0.0412952
7 0.0414598
8 0.0416244
9 0.0417889
10 0.0417916
11 0.0417943
12 0.041797
13 0.0417997
14 0.0418024
15 0.0418051
16 0.0418078
17 0.0418105
18 0.0418132
19 0.0418159
20 0.0418186
21 0.0417883
22 0.0417579
23 0.0417276
24 0.0416973
25 0.0416669
26 0.0416366
27 0.0416063
28 0.0415759
29 0.0415456
30 0.0415152
31 0.0415333
32 0.0415513
33 0.0415694
34 0.0415874
35 0.0416055
36 0.0416235
37 0.0416416
38 0.0416596
39 0.0416776
40 0.0416957
41 0.0416894
42 0.0416831
43 0.0416768
44 0.0416706
45 0.0416643
46 0.041658
47 0.0416517
48 0.0416454
49 0.0416392
50 0.0416329
51 0.0417043
52 0.0417758
53 0.0418473
54 0.0419187
55 0.0419902
56 0.0418887
57 0.0417872
58 0.0416857
59 0.0415842
60 0.0414826
61 0.0412137
62 0.042401
63 0.0450524
64 0.0522394
65 0.0598317
