# index  number of sampling vertical levels i j
1325 18 318 1946
# k value
1 0.0661424
2 0.063844
3 0.0584552
4 0.0510375
5 0.0438492
6 0.0403452
9 0.0408275
20 0.0408565
30 0.0405601
40 0.0407364
50 0.0406751
55 0.0410242
60 0.0405283
61 0.0402655
62 0.0414255
63 0.0440159
64 0.0510375
65 0.0584552
# now the complete profile with fillled values
1 0.0661424
2 0.063844
3 0.0584552
4 0.0510375
5 0.0438492
6 0.0403452
7 0.040506
8 0.0406667
9 0.0408275
10 0.0408302
11 0.0408328
12 0.0408354
13 0.0408381
14 0.0408407
15 0.0408433
16 0.040846
17 0.0408486
18 0.0408512
19 0.0408539
20 0.0408565
21 0.0408269
22 0.0407972
23 0.0407676
24 0.040738
25 0.0407083
26 0.0406787
27 0.040649
28 0.0406194
29 0.0405898
30 0.0405601
31 0.0405778
32 0.0405954
33 0.040613
34 0.0406307
35 0.0406483
36 0.0406659
37 0.0406835
38 0.0407012
39 0.0407188
40 0.0407364
41 0.0407303
42 0.0407242
43 0.040718
44 0.0407119
45 0.0407057
46 0.0406996
47 0.0406935
48 0.0406873
49 0.0406812
50 0.0406751
51 0.0407449
52 0.0408147
53 0.0408845
54 0.0409544
55 0.0410242
56 0.040925
57 0.0408258
58 0.0407266
59 0.0406275
60 0.0405283
61 0.0402655
62 0.0414255
63 0.0440159
64 0.0510375
65 0.0584552
