# index  number of sampling vertical levels i j
1376 18 1007 1968
# k value
1 0.0653321
2 0.0630617
3 0.057739
4 0.0504122
5 0.043312
6 0.0398508
9 0.0403273
20 0.0403559
30 0.0400632
40 0.0402373
50 0.0401767
55 0.0405215
60 0.0400317
61 0.0397722
62 0.040918
63 0.0434766
64 0.0504122
65 0.057739
# now the complete profile with fillled values
1 0.0653321
2 0.0630617
3 0.057739
4 0.0504122
5 0.043312
6 0.0398508
7 0.0400097
8 0.0401685
9 0.0403273
10 0.0403299
11 0.0403325
12 0.0403351
13 0.0403377
14 0.0403403
15 0.0403429
16 0.0403455
17 0.0403481
18 0.0403507
19 0.0403533
20 0.0403559
21 0.0403267
22 0.0402974
23 0.0402681
24 0.0402388
25 0.0402096
26 0.0401803
27 0.040151
28 0.0401217
29 0.0400925
30 0.0400632
31 0.0400806
32 0.040098
33 0.0401154
34 0.0401328
35 0.0401502
36 0.0401677
37 0.0401851
38 0.0402025
39 0.0402199
40 0.0402373
41 0.0402313
42 0.0402252
43 0.0402191
44 0.0402131
45 0.040207
46 0.0402009
47 0.0401949
48 0.0401888
49 0.0401828
50 0.0401767
51 0.0402457
52 0.0403146
53 0.0403836
54 0.0404526
55 0.0405215
56 0.0404236
57 0.0403256
58 0.0402277
59 0.0401297
60 0.0400317
61 0.0397722
62 0.040918
63 0.0434766
64 0.0504122
65 0.057739
