# index  number of sampling vertical levels i j
500 18 1414 683
# k value
1 0.064899
2 0.0626438
3 0.0573563
4 0.0500781
5 0.0430249
6 0.0395867
9 0.04006
20 0.0400884
30 0.0397976
40 0.0399706
50 0.0399104
55 0.040253
60 0.0397664
61 0.0395086
62 0.0406468
63 0.0431884
64 0.0500781
65 0.0573563
# now the complete profile with fillled values
1 0.064899
2 0.0626438
3 0.0573563
4 0.0500781
5 0.0430249
6 0.0395867
7 0.0397445
8 0.0399023
9 0.04006
10 0.0400626
11 0.0400652
12 0.0400678
13 0.0400704
14 0.0400729
15 0.0400755
16 0.0400781
17 0.0400807
18 0.0400833
19 0.0400859
20 0.0400884
21 0.0400594
22 0.0400303
23 0.0400012
24 0.0399721
25 0.039943
26 0.039914
27 0.0398849
28 0.0398558
29 0.0398267
30 0.0397976
31 0.0398149
32 0.0398322
33 0.0398495
34 0.0398668
35 0.0398841
36 0.0399014
37 0.0399187
38 0.039936
39 0.0399533
40 0.0399706
41 0.0399646
42 0.0399586
43 0.0399526
44 0.0399465
45 0.0399405
46 0.0399345
47 0.0399285
48 0.0399224
49 0.0399164
50 0.0399104
51 0.0399789
52 0.0400474
53 0.0401159
54 0.0401845
55 0.040253
56 0.0401556
57 0.0400583
58 0.039961
59 0.0398637
60 0.0397664
61 0.0395086
62 0.0406468
63 0.0431884
64 0.0500781
65 0.0573563
