# index  number of sampling vertical levels i j
462 18 2024 629
# k value
1 0.06432
2 0.0620849
3 0.0568446
4 0.0496313
5 0.042641
6 0.0392335
9 0.0397026
20 0.0397308
30 0.0394426
40 0.039614
50 0.0395543
55 0.0398938
60 0.0394116
61 0.0391561
62 0.0402841
63 0.0428031
64 0.0496313
65 0.0568446
# now the complete profile with fillled values
1 0.06432
2 0.0620849
3 0.0568446
4 0.0496313
5 0.042641
6 0.0392335
7 0.0393899
8 0.0395462
9 0.0397026
10 0.0397052
11 0.0397077
12 0.0397103
13 0.0397128
14 0.0397154
15 0.039718
16 0.0397205
17 0.0397231
18 0.0397257
19 0.0397282
20 0.0397308
21 0.039702
22 0.0396731
23 0.0396443
24 0.0396155
25 0.0395867
26 0.0395579
27 0.039529
28 0.0395002
29 0.0394714
30 0.0394426
31 0.0394597
32 0.0394769
33 0.039494
34 0.0395111
35 0.0395283
36 0.0395454
37 0.0395626
38 0.0395797
39 0.0395969
40 0.039614
41 0.039608
42 0.0396021
43 0.0395961
44 0.0395901
45 0.0395842
46 0.0395782
47 0.0395722
48 0.0395663
49 0.0395603
50 0.0395543
51 0.0396222
52 0.0396901
53 0.039758
54 0.0398259
55 0.0398938
56 0.0397974
57 0.0397009
58 0.0396045
59 0.039508
60 0.0394116
61 0.0391561
62 0.0402841
63 0.0428031
64 0.0496313
65 0.0568446
