# index  number of sampling vertical levels i j
126 18 3478 16
# k value
1 0.0737581
2 0.071195
3 0.0651857
4 0.056914
5 0.048898
6 0.0449905
9 0.0455284
20 0.0455607
30 0.0452302
40 0.0454268
50 0.0453584
55 0.0457477
60 0.0451947
61 0.0449017
62 0.0461953
63 0.0490839
64 0.056914
65 0.0651857
# now the complete profile with fillled values
1 0.0737581
2 0.071195
3 0.0651857
4 0.056914
5 0.048898
6 0.0449905
7 0.0451698
8 0.0453491
9 0.0455284
10 0.0455314
11 0.0455343
12 0.0455372
13 0.0455402
14 0.0455431
15 0.045546
16 0.045549
17 0.0455519
18 0.0455549
19 0.0455578
20 0.0455607
21 0.0455277
22 0.0454946
23 0.0454616
24 0.0454285
25 0.0453955
26 0.0453624
27 0.0453294
28 0.0452963
29 0.0452633
30 0.0452302
31 0.0452499
32 0.0452695
33 0.0452892
34 0.0453089
35 0.0453285
36 0.0453482
37 0.0453678
38 0.0453875
39 0.0454072
40 0.0454268
41 0.04542
42 0.0454131
43 0.0454063
44 0.0453994
45 0.0453926
46 0.0453858
47 0.0453789
48 0.0453721
49 0.0453652
50 0.0453584
51 0.0454362
52 0.0455141
53 0.045592
54 0.0456698
55 0.0457477
56 0.0456371
57 0.0455265
58 0.0454159
59 0.0453053
60 0.0451947
61 0.0449017
62 0.0461953
63 0.0490839
64 0.056914
65 0.0651857
