# index  number of sampling vertical levels i j
934 18 779 1316
# k value
1 0.0687157
2 0.0663278
3 0.0607294
4 0.0530232
5 0.0455552
6 0.0419148
9 0.0424159
20 0.042446
30 0.0421381
40 0.0423213
50 0.0422575
55 0.0426202
60 0.0421051
61 0.0418321
62 0.0430372
63 0.0457284
64 0.0530232
65 0.0607294
# now the complete profile with fillled values
1 0.0687157
2 0.0663278
3 0.0607294
4 0.0530232
5 0.0455552
6 0.0419148
7 0.0420819
8 0.0422489
9 0.0424159
10 0.0424187
11 0.0424214
12 0.0424242
13 0.0424269
14 0.0424296
15 0.0424324
16 0.0424351
17 0.0424378
18 0.0424406
19 0.0424433
20 0.042446
21 0.0424153
22 0.0423845
23 0.0423537
24 0.0423229
25 0.0422921
26 0.0422613
27 0.0422305
28 0.0421997
29 0.0421689
30 0.0421381
31 0.0421565
32 0.0421748
33 0.0421931
34 0.0422114
35 0.0422297
36 0.042248
37 0.0422663
38 0.0422847
39 0.042303
40 0.0423213
41 0.0423149
42 0.0423085
43 0.0423022
44 0.0422958
45 0.0422894
46 0.042283
47 0.0422767
48 0.0422703
49 0.0422639
50 0.0422575
51 0.0423301
52 0.0424026
53 0.0424752
54 0.0425477
55 0.0426202
56 0.0425172
57 0.0424142
58 0.0423111
59 0.0422081
60 0.0421051
61 0.0418321
62 0.0430372
63 0.0457284
64 0.0530232
65 0.0607294
