# index  number of sampling vertical levels i j
133 18 116 11
# k value
1 0.0855081
2 0.0825366
3 0.0755701
4 0.0659806
5 0.0566877
6 0.0521577
9 0.0527813
20 0.0528187
30 0.0524356
40 0.0526635
50 0.0525842
55 0.0530355
60 0.0523944
61 0.0520547
62 0.0535544
63 0.0569032
64 0.0659806
65 0.0755701
# now the complete profile with fillled values
1 0.0855081
2 0.0825366
3 0.0755701
4 0.0659806
5 0.0566877
6 0.0521577
7 0.0523655
8 0.0525734
9 0.0527813
10 0.0527847
11 0.0527881
12 0.0527915
13 0.0527949
14 0.0527983
15 0.0528017
16 0.0528051
17 0.0528085
18 0.0528119
19 0.0528153
20 0.0528187
21 0.0527804
22 0.0527421
23 0.0527038
24 0.0526655
25 0.0526272
26 0.0525888
27 0.0525505
28 0.0525122
29 0.0524739
30 0.0524356
31 0.0524584
32 0.0524812
33 0.052504
34 0.0525268
35 0.0525495
36 0.0525723
37 0.0525951
38 0.0526179
39 0.0526407
40 0.0526635
41 0.0526556
42 0.0526476
43 0.0526397
44 0.0526318
45 0.0526238
46 0.0526159
47 0.052608
48 0.0526
49 0.0525921
50 0.0525842
51 0.0526744
52 0.0527647
53 0.052855
54 0.0529452
55 0.0530355
56 0.0529073
57 0.0527791
58 0.0526508
59 0.0525226
60 0.0523944
61 0.0520547
62 0.0535544
63 0.0569032
64 0.0659806
65 0.0755701
