# index  number of sampling vertical levels i j
1332 18 1002 1903
# k value
1 0.0665618
2 0.0642487
3 0.0588258
4 0.0513611
5 0.0441272
6 0.040601
9 0.0410864
20 0.0411155
30 0.0408173
40 0.0409947
50 0.0409329
55 0.0412843
60 0.0407852
61 0.0405208
62 0.0416882
63 0.044295
64 0.0513611
65 0.0588258
# now the complete profile with fillled values
1 0.0665618
2 0.0642487
3 0.0588258
4 0.0513611
5 0.0441272
6 0.040601
7 0.0407628
8 0.0409246
9 0.0410864
10 0.041089
11 0.0410917
12 0.0410943
13 0.041097
14 0.0410996
15 0.0411023
16 0.0411049
17 0.0411076
18 0.0411102
19 0.0411129
20 0.0411155
21 0.0410857
22 0.0410559
23 0.0410261
24 0.0409962
25 0.0409664
26 0.0409366
27 0.0409068
28 0.0408769
29 0.0408471
30 0.0408173
31 0.040835
32 0.0408528
33 0.0408705
34 0.0408883
35 0.040906
36 0.0409237
37 0.0409415
38 0.0409592
39 0.040977
40 0.0409947
41 0.0409885
42 0.0409823
43 0.0409762
44 0.04097
45 0.0409638
46 0.0409576
47 0.0409515
48 0.0409453
49 0.0409391
50 0.0409329
51 0.0410032
52 0.0410735
53 0.0411437
54 0.041214
55 0.0412843
56 0.0411845
57 0.0410847
58 0.0409849
59 0.040885
60 0.0407852
61 0.0405208
62 0.0416882
63 0.044295
64 0.0513611
65 0.0588258
