# index  number of sampling vertical levels i j
103 18 1365 121
# k value
1 0.0575029
2 0.0555046
3 0.0508197
4 0.044371
5 0.0381216
6 0.0350753
9 0.0354946
20 0.0355198
30 0.0352621
40 0.0354154
50 0.0353621
55 0.0356656
60 0.0352345
61 0.035006
62 0.0360145
63 0.0382665
64 0.044371
65 0.0508197
# now the complete profile with fillled values
1 0.0575029
2 0.0555046
3 0.0508197
4 0.044371
5 0.0381216
6 0.0350753
7 0.035215
8 0.0353548
9 0.0354946
10 0.0354969
11 0.0354992
12 0.0355015
13 0.0355038
14 0.0355061
15 0.0355084
16 0.0355107
17 0.0355129
18 0.0355152
19 0.0355175
20 0.0355198
21 0.035494
22 0.0354683
23 0.0354425
24 0.0354167
25 0.035391
26 0.0353652
27 0.0353394
28 0.0353137
29 0.0352879
30 0.0352621
31 0.0352775
32 0.0352928
33 0.0353081
34 0.0353235
35 0.0353388
36 0.0353541
37 0.0353694
38 0.0353848
39 0.0354001
40 0.0354154
41 0.0354101
42 0.0354047
43 0.0353994
44 0.0353941
45 0.0353887
46 0.0353834
47 0.0353781
48 0.0353727
49 0.0353674
50 0.0353621
51 0.0354228
52 0.0354835
53 0.0355442
54 0.0356049
55 0.0356656
56 0.0355794
57 0.0354931
58 0.0354069
59 0.0353207
60 0.0352345
61 0.035006
62 0.0360145
63 0.0382665
64 0.044371
65 0.0508197
