# index  number of sampling vertical levels i j
1355 18 3342 1924
# k value
1 0.0658972
2 0.0636073
3 0.0582385
4 0.0508483
5 0.0436866
6 0.0401956
9 0.0406762
20 0.040705
30 0.0404097
40 0.0405854
50 0.0405242
55 0.0408721
60 0.040378
61 0.0401163
62 0.0412719
63 0.0438527
64 0.0508483
65 0.0582385
# now the complete profile with fillled values
1 0.0658972
2 0.0636073
3 0.0582385
4 0.0508483
5 0.0436866
6 0.0401956
7 0.0403558
8 0.040516
9 0.0406762
10 0.0406788
11 0.0406814
12 0.040684
13 0.0406867
14 0.0406893
15 0.0406919
16 0.0406945
17 0.0406972
18 0.0406998
19 0.0407024
20 0.040705
21 0.0406755
22 0.040646
23 0.0406164
24 0.0405869
25 0.0405574
26 0.0405279
27 0.0404983
28 0.0404688
29 0.0404393
30 0.0404097
31 0.0404273
32 0.0404449
33 0.0404624
34 0.04048
35 0.0404976
36 0.0405151
37 0.0405327
38 0.0405503
39 0.0405678
40 0.0405854
41 0.0405793
42 0.0405732
43 0.040567
44 0.0405609
45 0.0405548
46 0.0405487
47 0.0405426
48 0.0405365
49 0.0405304
50 0.0405242
51 0.0405938
52 0.0406634
53 0.0407329
54 0.0408025
55 0.0408721
56 0.0407733
57 0.0406745
58 0.0405756
59 0.0404768
60 0.040378
61 0.0401163
62 0.0412719
63 0.0438527
64 0.0508483
65 0.0582385
