# index  number of sampling vertical levels i j
257 18 3443 225
# k value
1 0.0606509
2 0.0585433
3 0.0536019
4 0.0468001
5 0.0402086
6 0.0369955
9 0.0374378
20 0.0374644
30 0.0371926
40 0.0373543
50 0.037298
55 0.0376181
60 0.0371634
61 0.0369225
62 0.0379862
63 0.0403615
64 0.0468001
65 0.0536019
# now the complete profile with fillled values
1 0.0606509
2 0.0585433
3 0.0536019
4 0.0468001
5 0.0402086
6 0.0369955
7 0.0371429
8 0.0372904
9 0.0374378
10 0.0374402
11 0.0374426
12 0.0374451
13 0.0374475
14 0.0374499
15 0.0374523
16 0.0374547
17 0.0374571
18 0.0374596
19 0.037462
20 0.0374644
21 0.0374372
22 0.03741
23 0.0373829
24 0.0373557
25 0.0373285
26 0.0373013
27 0.0372741
28 0.037247
29 0.0372198
30 0.0371926
31 0.0372088
32 0.0372249
33 0.0372411
34 0.0372573
35 0.0372734
36 0.0372896
37 0.0373058
38 0.0373219
39 0.0373381
40 0.0373543
41 0.0373486
42 0.037343
43 0.0373374
44 0.0373318
45 0.0373261
46 0.0373205
47 0.0373149
48 0.0373093
49 0.0373036
50 0.037298
51 0.037362
52 0.0374261
53 0.0374901
54 0.0375541
55 0.0376181
56 0.0375272
57 0.0374362
58 0.0373453
59 0.0372544
60 0.0371634
61 0.0369225
62 0.0379862
63 0.0403615
64 0.0468001
65 0.0536019
