# index  number of sampling vertical levels i j
300 18 3367 302
# k value
1 0.0615807
2 0.0594408
3 0.0544236
4 0.0475176
5 0.040825
6 0.0375626
9 0.0380117
20 0.0380387
30 0.0377628
40 0.0379269
50 0.0378698
55 0.0381948
60 0.0377331
61 0.0374885
62 0.0385685
63 0.0409802
64 0.0475176
65 0.0544236
# now the complete profile with fillled values
1 0.0615807
2 0.0594408
3 0.0544236
4 0.0475176
5 0.040825
6 0.0375626
7 0.0377123
8 0.037862
9 0.0380117
10 0.0380142
11 0.0380166
12 0.0380191
13 0.0380215
14 0.038024
15 0.0380264
16 0.0380289
17 0.0380313
18 0.0380338
19 0.0380363
20 0.0380387
21 0.0380111
22 0.0379835
23 0.0379559
24 0.0379283
25 0.0379007
26 0.0378731
27 0.0378456
28 0.037818
29 0.0377904
30 0.0377628
31 0.0377792
32 0.0377956
33 0.037812
34 0.0378284
35 0.0378448
36 0.0378613
37 0.0378777
38 0.0378941
39 0.0379105
40 0.0379269
41 0.0379212
42 0.0379155
43 0.0379098
44 0.0379041
45 0.0378983
46 0.0378926
47 0.0378869
48 0.0378812
49 0.0378755
50 0.0378698
51 0.0379348
52 0.0379998
53 0.0380648
54 0.0381298
55 0.0381948
56 0.0381025
57 0.0380101
58 0.0379178
59 0.0378255
60 0.0377331
61 0.0374885
62 0.0385685
63 0.0409802
64 0.0475176
65 0.0544236
