# index  number of sampling vertical levels i j
1432 18 2229 2009
# k value
1 1.82513
2 1.76171
3 1.61301
4 1.40833
5 1.20997
6 1.11328
9 1.12659
20 1.12739
30 1.11921
40 1.12408
50 1.12238
55 1.13202
60 1.11833
61 1.11108
62 1.14309
63 1.21457
64 1.40833
65 1.61301
# now the complete profile with fillled values
1 1.82513
2 1.76171
3 1.61301
4 1.40833
5 1.20997
6 1.11328
7 1.11772
8 1.12215
9 1.12659
10 1.12666
11 1.12674
12 1.12681
13 1.12688
14 1.12696
15 1.12703
16 1.1271
17 1.12717
18 1.12725
19 1.12732
20 1.12739
21 1.12657
22 1.12576
23 1.12494
24 1.12412
25 1.1233
26 1.12248
27 1.12167
28 1.12085
29 1.12003
30 1.11921
31 1.1197
32 1.12019
33 1.12067
34 1.12116
35 1.12165
36 1.12213
37 1.12262
38 1.1231
39 1.12359
40 1.12408
41 1.12391
42 1.12374
43 1.12357
44 1.1234
45 1.12323
46 1.12306
47 1.12289
48 1.12272
49 1.12255
50 1.12238
51 1.12431
52 1.12624
53 1.12816
54 1.13009
55 1.13202
56 1.12928
57 1.12654
58 1.12381
59 1.12107
60 1.11833
61 1.11108
62 1.14309
63 1.21457
64 1.40833
65 1.61301
