# index  number of sampling vertical levels i j
1572 18 3012 2230
# k value
1 1.73741
2 1.67704
3 1.53549
4 1.34064
5 1.15182
6 1.05978
9 1.07245
20 1.07321
30 1.06542
40 1.07005
50 1.06844
55 1.07761
60 1.06459
61 1.05768
62 1.08816
63 1.1562
64 1.34064
65 1.53549
# now the complete profile with fillled values
1 1.73741
2 1.67704
3 1.53549
4 1.34064
5 1.15182
6 1.05978
7 1.064
8 1.06822
9 1.07245
10 1.07252
11 1.07259
12 1.07265
13 1.07272
14 1.07279
15 1.07286
16 1.07293
17 1.073
18 1.07307
19 1.07314
20 1.07321
21 1.07243
22 1.07165
23 1.07087
24 1.07009
25 1.06932
26 1.06854
27 1.06776
28 1.06698
29 1.0662
30 1.06542
31 1.06589
32 1.06635
33 1.06681
34 1.06728
35 1.06774
36 1.0682
37 1.06866
38 1.06913
39 1.06959
40 1.07005
41 1.06989
42 1.06973
43 1.06957
44 1.06941
45 1.06925
46 1.06909
47 1.06893
48 1.06876
49 1.0686
50 1.06844
51 1.07028
52 1.07211
53 1.07394
54 1.07578
55 1.07761
56 1.07501
57 1.0724
58 1.0698
59 1.06719
60 1.06459
61 1.05768
62 1.08816
63 1.1562
64 1.34064
65 1.53549
