# index  number of sampling vertical levels i j
1091 18 3367 1519
# k value
1 1.93673
2 1.86943
3 1.71164
4 1.49444
5 1.28396
6 1.18136
9 1.19548
20 1.19633
30 1.18765
40 1.19281
50 1.19102
55 1.20124
60 1.18672
61 1.17903
62 1.21299
63 1.28884
64 1.49444
65 1.71164
# now the complete profile with fillled values
1 1.93673
2 1.86943
3 1.71164
4 1.49444
5 1.28396
6 1.18136
7 1.18607
8 1.19077
9 1.19548
10 1.19556
11 1.19564
12 1.19571
13 1.19579
14 1.19587
15 1.19594
16 1.19602
17 1.1961
18 1.19618
19 1.19625
20 1.19633
21 1.19546
22 1.19459
23 1.19373
24 1.19286
25 1.19199
26 1.19112
27 1.19026
28 1.18939
29 1.18852
30 1.18765
31 1.18817
32 1.18868
33 1.1892
34 1.18972
35 1.19023
36 1.19075
37 1.19127
38 1.19178
39 1.1923
40 1.19281
41 1.19263
42 1.19245
43 1.19227
44 1.1921
45 1.19192
46 1.19174
47 1.19156
48 1.19138
49 1.1912
50 1.19102
51 1.19306
52 1.19511
53 1.19715
54 1.1992
55 1.20124
56 1.19834
57 1.19543
58 1.19253
59 1.18962
60 1.18672
61 1.17903
62 1.21299
63 1.28884
64 1.49444
65 1.71164
