# index  number of sampling vertical levels i j
228 18 686 248
# k value
1 1.63478
2 1.57797
3 1.44478
4 1.26145
5 1.08378
6 0.997173
9 1.0091
20 1.00981
30 1.00249
40 1.00684
50 1.00533
55 1.01396
60 1.0017
61 0.995206
62 1.02388
63 1.0879
64 1.26145
65 1.44478
# now the complete profile with fillled values
1 1.63478
2 1.57797
3 1.44478
4 1.26145
5 1.08378
6 0.997173
7 1.00115
8 1.00512
9 1.0091
10 1.00916
11 1.00923
12 1.00929
13 1.00936
14 1.00942
15 1.00949
16 1.00955
17 1.00962
18 1.00968
19 1.00975
20 1.00981
21 1.00908
22 1.00835
23 1.00761
24 1.00688
25 1.00615
26 1.00542
27 1.00468
28 1.00395
29 1.00322
30 1.00249
31 1.00292
32 1.00336
33 1.00379
34 1.00423
35 1.00467
36 1.0051
37 1.00554
38 1.00597
39 1.00641
40 1.00684
41 1.00669
42 1.00654
43 1.00639
44 1.00624
45 1.00609
46 1.00593
47 1.00578
48 1.00563
49 1.00548
50 1.00533
51 1.00705
52 1.00878
53 1.0105
54 1.01223
55 1.01396
56 1.0115
57 1.00905
58 1.0066
59 1.00415
60 1.0017
61 0.995206
62 1.02388
63 1.0879
64 1.26145
65 1.44478
