# index  number of sampling vertical levels i j
468 18 2631 617
# k value
1 1.78473
2 1.72271
3 1.5773
4 1.37715
5 1.18319
6 1.08864
9 1.10166
20 1.10244
30 1.09444
40 1.0992
50 1.09754
55 1.10696
60 1.09358
61 1.08649
62 1.11779
63 1.18769
64 1.37715
65 1.5773
# now the complete profile with fillled values
1 1.78473
2 1.72271
3 1.5773
4 1.37715
5 1.18319
6 1.08864
7 1.09298
8 1.09732
9 1.10166
10 1.10173
11 1.1018
12 1.10187
13 1.10194
14 1.10201
15 1.10208
16 1.10215
17 1.10222
18 1.10229
19 1.10237
20 1.10244
21 1.10164
22 1.10084
23 1.10004
24 1.09924
25 1.09844
26 1.09764
27 1.09684
28 1.09604
29 1.09524
30 1.09444
31 1.09492
32 1.09539
33 1.09587
34 1.09634
35 1.09682
36 1.09729
37 1.09777
38 1.09825
39 1.09872
40 1.0992
41 1.09903
42 1.09887
43 1.0987
44 1.09853
45 1.09837
46 1.0982
47 1.09804
48 1.09787
49 1.09771
50 1.09754
51 1.09942
52 1.10131
53 1.10319
54 1.10508
55 1.10696
56 1.10429
57 1.10161
58 1.09893
59 1.09626
60 1.09358
61 1.08649
62 1.11779
63 1.18769
64 1.37715
65 1.5773
