# index  number of sampling vertical levels i j
1724 18 699 2514
# k value
1 1.61894
2 1.56268
3 1.43079
4 1.24923
5 1.07328
6 0.987513
9 0.99932
20 1.00003
30 0.992775
40 0.99709
50 0.995588
55 1.00413
60 0.991996
61 0.985564
62 1.01396
63 1.07736
64 1.24923
65 1.43079
# now the complete profile with fillled values
1 1.61894
2 1.56268
3 1.43079
4 1.24923
5 1.07328
6 0.987513
7 0.991449
8 0.995385
9 0.99932
10 0.999385
11 0.999449
12 0.999514
13 0.999578
14 0.999642
15 0.999707
16 0.999771
17 0.999836
18 0.9999
19 0.999965
20 1.00003
21 0.999304
22 0.998578
23 0.997853
24 0.997128
25 0.996402
26 0.995677
27 0.994951
28 0.994226
29 0.9935
30 0.992775
31 0.993207
32 0.993638
33 0.99407
34 0.994501
35 0.994933
36 0.995364
37 0.995796
38 0.996227
39 0.996659
40 0.99709
41 0.99694
42 0.99679
43 0.996639
44 0.996489
45 0.996339
46 0.996189
47 0.996039
48 0.995888
49 0.995738
50 0.995588
51 0.997297
52 0.999006
53 1.00072
54 1.00242
55 1.00413
56 1.00171
57 0.999278
58 0.996851
59 0.994423
60 0.991996
61 0.985564
62 1.01396
63 1.07736
64 1.24923
65 1.43079
