# index  number of sampling vertical levels i j
661 18 1 857
# k value
1 4.29875
2 4.14937
3 3.79914
4 3.31705
5 2.84986
6 2.62212
9 2.65348
20 2.65536
30 2.6361
40 2.64755
50 2.64357
55 2.66626
60 2.63403
61 2.61695
62 2.69234
63 2.86069
64 3.31705
65 3.79914
# now the complete profile with fillled values
1 4.29875
2 4.14937
3 3.79914
4 3.31705
5 2.84986
6 2.62212
7 2.63258
8 2.64303
9 2.65348
10 2.65365
11 2.65382
12 2.65399
13 2.65416
14 2.65433
15 2.6545
16 2.65467
17 2.65484
18 2.65502
19 2.65519
20 2.65536
21 2.65343
22 2.65151
23 2.64958
24 2.64765
25 2.64573
26 2.6438
27 2.64187
28 2.63995
29 2.63802
30 2.6361
31 2.63724
32 2.63839
33 2.63953
34 2.64068
35 2.64183
36 2.64297
37 2.64412
38 2.64526
39 2.64641
40 2.64755
41 2.64716
42 2.64676
43 2.64636
44 2.64596
45 2.64556
46 2.64516
47 2.64476
48 2.64436
49 2.64396
50 2.64357
51 2.6481
52 2.65264
53 2.65718
54 2.66172
55 2.66626
56 2.65981
57 2.65336
58 2.64692
59 2.64047
60 2.63403
61 2.61695
62 2.69234
63 2.86069
64 3.31705
65 3.79914
