# index  number of sampling vertical levels i j
794 18 6 1091
# k value
1 4.32138
2 4.17121
3 3.81914
4 3.33451
5 2.86487
6 2.63593
9 2.66745
20 2.66934
30 2.64998
40 2.66149
50 2.65748
55 2.68029
60 2.6479
61 2.63073
62 2.70652
63 2.87576
64 3.33451
65 3.81914
# now the complete profile with fillled values
1 4.32138
2 4.17121
3 3.81914
4 3.33451
5 2.86487
6 2.63593
7 2.64644
8 2.65694
9 2.66745
10 2.66762
11 2.66779
12 2.66796
13 2.66814
14 2.66831
15 2.66848
16 2.66865
17 2.66882
18 2.669
19 2.66917
20 2.66934
21 2.6674
22 2.66547
23 2.66353
24 2.66159
25 2.65966
26 2.65772
27 2.65579
28 2.65385
29 2.65191
30 2.64998
31 2.65113
32 2.65228
33 2.65343
34 2.65458
35 2.65574
36 2.65689
37 2.65804
38 2.65919
39 2.66034
40 2.66149
41 2.66109
42 2.66069
43 2.66029
44 2.65989
45 2.65949
46 2.65909
47 2.65869
48 2.65829
49 2.65789
50 2.65748
51 2.66205
52 2.66661
53 2.67117
54 2.67573
55 2.68029
56 2.67381
57 2.66733
58 2.66086
59 2.65438
60 2.6479
61 2.63073
62 2.70652
63 2.87576
64 3.33451
65 3.81914
