# index  number of sampling vertical levels i j
1752 18 3339 2526
# k value
1 1.65001
2 1.59267
3 1.45824
4 1.2732
5 1.09388
6 1.00646
9 1.0185
20 1.01922
30 1.01183
40 1.01623
50 1.01469
55 1.0234
60 1.01103
61 1.00448
62 1.03342
63 1.09804
64 1.2732
65 1.45824
# now the complete profile with fillled values
1 1.65001
2 1.59267
3 1.45824
4 1.2732
5 1.09388
6 1.00646
7 1.01048
8 1.01449
9 1.0185
10 1.01856
11 1.01863
12 1.0187
13 1.01876
14 1.01883
15 1.01889
16 1.01896
17 1.01902
18 1.01909
19 1.01915
20 1.01922
21 1.01848
22 1.01774
23 1.017
24 1.01626
25 1.01552
26 1.01478
27 1.01405
28 1.01331
29 1.01257
30 1.01183
31 1.01227
32 1.01271
33 1.01315
34 1.01359
35 1.01403
36 1.01447
37 1.01491
38 1.01535
39 1.01579
40 1.01623
41 1.01607
42 1.01592
43 1.01577
44 1.01561
45 1.01546
46 1.01531
47 1.01515
48 1.015
49 1.01485
50 1.01469
51 1.01644
52 1.01818
53 1.01992
54 1.02166
55 1.0234
56 1.02093
57 1.01846
58 1.01598
59 1.01351
60 1.01103
61 1.00448
62 1.03342
63 1.09804
64 1.2732
65 1.45824
