# index  number of sampling vertical levels i j
1717 18 93 2621
# k value
1 1.63512
2 1.5783
3 1.44508
4 1.26171
5 1.084
6 0.997378
9 1.0093
20 1.01002
30 1.00269
40 1.00705
50 1.00553
55 1.01416
60 1.00191
61 0.99541
62 1.02409
63 1.08812
64 1.26171
65 1.44508
# now the complete profile with fillled values
1 1.63512
2 1.5783
3 1.44508
4 1.26171
5 1.084
6 0.997378
7 1.00135
8 1.00533
9 1.0093
10 1.00937
11 1.00943
12 1.0095
13 1.00956
14 1.00963
15 1.00969
16 1.00976
17 1.00982
18 1.00989
19 1.00995
20 1.01002
21 1.00929
22 1.00855
23 1.00782
24 1.00709
25 1.00636
26 1.00562
27 1.00489
28 1.00416
29 1.00343
30 1.00269
31 1.00313
32 1.00356
33 1.004
34 1.00444
35 1.00487
36 1.00531
37 1.00574
38 1.00618
39 1.00661
40 1.00705
41 1.0069
42 1.00675
43 1.0066
44 1.00644
45 1.00629
46 1.00614
47 1.00599
48 1.00584
49 1.00569
50 1.00553
51 1.00726
52 1.00899
53 1.01071
54 1.01244
55 1.01416
56 1.01171
57 1.00926
58 1.00681
59 1.00436
60 1.00191
61 0.99541
62 1.02409
63 1.08812
64 1.26171
65 1.44508
