# index  number of sampling vertical levels i j
1452 18 1 2231
# k value
1 3.42491
2 3.3059
3 3.02686
4 2.64277
5 2.27055
6 2.08911
9 2.11409
20 2.11559
30 2.10024
40 2.10937
50 2.10619
55 2.12427
60 2.09859
61 2.08499
62 2.14505
63 2.27918
64 2.64277
65 3.02686
# now the complete profile with fillled values
1 3.42491
2 3.3059
3 3.02686
4 2.64277
5 2.27055
6 2.08911
7 2.09743
8 2.10576
9 2.11409
10 2.11422
11 2.11436
12 2.1145
13 2.11463
14 2.11477
15 2.1149
16 2.11504
17 2.11518
18 2.11531
19 2.11545
20 2.11559
21 2.11405
22 2.11252
23 2.11098
24 2.10945
25 2.10791
26 2.10638
27 2.10484
28 2.10331
29 2.10177
30 2.10024
31 2.10115
32 2.10207
33 2.10298
34 2.10389
35 2.1048
36 2.10572
37 2.10663
38 2.10754
39 2.10846
40 2.10937
41 2.10905
42 2.10873
43 2.10841
44 2.1081
45 2.10778
46 2.10746
47 2.10714
48 2.10683
49 2.10651
50 2.10619
51 2.10981
52 2.11342
53 2.11704
54 2.12065
55 2.12427
56 2.11913
57 2.114
58 2.10886
59 2.10373
60 2.09859
61 2.08499
62 2.14505
63 2.27918
64 2.64277
65 3.02686
