# index  number of sampling vertical levels i j
1556 18 1425 2203
# k value
1 1.74414
2 1.68354
3 1.54144
4 1.34584
5 1.15628
6 1.06388
9 1.0766
20 1.07737
30 1.06955
40 1.0742
50 1.07258
55 1.08179
60 1.06871
61 1.06178
62 1.09237
63 1.16068
64 1.34584
65 1.54144
# now the complete profile with fillled values
1 1.74414
2 1.68354
3 1.54144
4 1.34584
5 1.15628
6 1.06388
7 1.06812
8 1.07236
9 1.0766
10 1.07667
11 1.07674
12 1.07681
13 1.07688
14 1.07695
15 1.07702
16 1.07709
17 1.07716
18 1.07723
19 1.0773
20 1.07737
21 1.07659
22 1.0758
23 1.07502
24 1.07424
25 1.07346
26 1.07268
27 1.0719
28 1.07111
29 1.07033
30 1.06955
31 1.07002
32 1.07048
33 1.07095
34 1.07141
35 1.07188
36 1.07234
37 1.07281
38 1.07327
39 1.07374
40 1.0742
41 1.07404
42 1.07388
43 1.07371
44 1.07355
45 1.07339
46 1.07323
47 1.07307
48 1.07291
49 1.07274
50 1.07258
51 1.07442
52 1.07626
53 1.07811
54 1.07995
55 1.08179
56 1.07917
57 1.07656
58 1.07394
59 1.07133
60 1.06871
61 1.06178
62 1.09237
63 1.16068
64 1.34584
65 1.54144
