# index  number of sampling vertical levels i j
677 18 1506 937
# k value
1 1.8727
2 1.80762
3 1.65505
4 1.44503
5 1.24151
6 1.1423
9 1.15596
20 1.15678
30 1.14839
40 1.15338
50 1.15164
55 1.16152
60 1.14748
61 1.14004
62 1.17289
63 1.24623
64 1.44503
65 1.65505
# now the complete profile with fillled values
1 1.8727
2 1.80762
3 1.65505
4 1.44503
5 1.24151
6 1.1423
7 1.14685
8 1.1514
9 1.15596
10 1.15603
11 1.15611
12 1.15618
13 1.15625
14 1.15633
15 1.1564
16 1.15648
17 1.15655
18 1.15663
19 1.1567
20 1.15678
21 1.15594
22 1.1551
23 1.15426
24 1.15342
25 1.15258
26 1.15174
27 1.1509
28 1.15006
29 1.14922
30 1.14839
31 1.14888
32 1.14938
33 1.14988
34 1.15038
35 1.15088
36 1.15138
37 1.15188
38 1.15238
39 1.15288
40 1.15338
41 1.1532
42 1.15303
43 1.15286
44 1.15268
45 1.15251
46 1.15233
47 1.15216
48 1.15199
49 1.15181
50 1.15164
51 1.15362
52 1.15559
53 1.15757
54 1.15955
55 1.16152
56 1.15872
57 1.15591
58 1.1531
59 1.15029
60 1.14748
61 1.14004
62 1.17289
63 1.24623
64 1.44503
65 1.65505
