# index  number of sampling vertical levels i j
23 18 2111 18
# k value
1 1.48837
2 1.43665
3 1.31539
4 1.14847
5 0.986715
6 0.907865
9 0.91872
20 0.919372
30 0.912702
40 0.91667
50 0.915288
55 0.923145
60 0.911986
61 0.906074
62 0.932176
63 0.990466
64 1.14847
65 1.31539
# now the complete profile with fillled values
1 1.48837
2 1.43665
3 1.31539
4 1.14847
5 0.986715
6 0.907865
7 0.911483
8 0.915102
9 0.91872
10 0.918779
11 0.918838
12 0.918898
13 0.918957
14 0.919016
15 0.919075
16 0.919135
17 0.919194
18 0.919253
19 0.919312
20 0.919372
21 0.918705
22 0.918038
23 0.917371
24 0.916704
25 0.916037
26 0.91537
27 0.914703
28 0.914036
29 0.913369
30 0.912702
31 0.913099
32 0.913496
33 0.913893
34 0.914289
35 0.914686
36 0.915083
37 0.915479
38 0.915876
39 0.916273
40 0.91667
41 0.916531
42 0.916393
43 0.916255
44 0.916117
45 0.915979
46 0.915841
47 0.915703
48 0.915565
49 0.915427
50 0.915288
51 0.91686
52 0.918431
53 0.920002
54 0.921573
55 0.923145
56 0.920913
57 0.918681
58 0.916449
59 0.914218
60 0.911986
61 0.906074
62 0.932176
63 0.990466
64 1.14847
65 1.31539
