# index  number of sampling vertical levels i j
705 18 1 932
# k value
1 4.8354
2 4.66737
3 4.27342
4 3.73115
5 3.20564
6 2.94947
9 2.98473
20 2.98685
30 2.96519
40 2.97807
50 2.97359
55 2.99911
60 2.96286
61 2.94365
62 3.02845
63 3.21782
64 3.73115
65 4.27342
# now the complete profile with fillled values
1 4.8354
2 4.66737
3 4.27342
4 3.73115
5 3.20564
6 2.94947
7 2.96122
8 2.97298
9 2.98473
10 2.98493
11 2.98512
12 2.98531
13 2.9855
14 2.9857
15 2.98589
16 2.98608
17 2.98627
18 2.98647
19 2.98666
20 2.98685
21 2.98469
22 2.98252
23 2.98035
24 2.97819
25 2.97602
26 2.97385
27 2.97169
28 2.96952
29 2.96735
30 2.96519
31 2.96647
32 2.96776
33 2.96905
34 2.97034
35 2.97163
36 2.97292
37 2.97421
38 2.9755
39 2.97678
40 2.97807
41 2.97762
42 2.97718
43 2.97673
44 2.97628
45 2.97583
46 2.97538
47 2.97493
48 2.97448
49 2.97404
50 2.97359
51 2.97869
52 2.9838
53 2.9889
54 2.994
55 2.99911
56 2.99186
57 2.98461
58 2.97736
59 2.97011
60 2.96286
61 2.94365
62 3.02845
63 3.21782
64 3.73115
65 4.27342
