# index  number of sampling vertical levels i j
474 18 3222 583
# k value
1 1.79714
2 1.73469
3 1.58828
4 1.38673
5 1.19142
6 1.09621
9 1.10932
20 1.11011
30 1.10205
40 1.10684
50 1.10517
55 1.11466
60 1.10119
61 1.09405
62 1.12557
63 1.19595
64 1.38673
65 1.58828
# now the complete profile with fillled values
1 1.79714
2 1.73469
3 1.58828
4 1.38673
5 1.19142
6 1.09621
7 1.10058
8 1.10495
9 1.10932
10 1.10939
11 1.10946
12 1.10953
13 1.1096
14 1.10968
15 1.10975
16 1.10982
17 1.10989
18 1.10996
19 1.11003
20 1.11011
21 1.1093
22 1.10849
23 1.10769
24 1.10688
25 1.10608
26 1.10527
27 1.10447
28 1.10366
29 1.10286
30 1.10205
31 1.10253
32 1.10301
33 1.10349
34 1.10397
35 1.10445
36 1.10493
37 1.10541
38 1.10588
39 1.10636
40 1.10684
41 1.10668
42 1.10651
43 1.10634
44 1.10618
45 1.10601
46 1.10584
47 1.10568
48 1.10551
49 1.10534
50 1.10517
51 1.10707
52 1.10897
53 1.11087
54 1.11276
55 1.11466
56 1.11197
57 1.10927
58 1.10658
59 1.10388
60 1.10119
61 1.09405
62 1.12557
63 1.19595
64 1.38673
65 1.58828
