# index  number of sampling vertical levels i j
902 18 2026 1255
# k value
1 1.91779
2 1.85114
3 1.6949
4 1.47982
5 1.2714
6 1.1698
9 1.18379
20 1.18463
30 1.17603
40 1.18114
50 1.17936
55 1.18949
60 1.17511
61 1.16749
62 1.20113
63 1.27623
64 1.47982
65 1.6949
# now the complete profile with fillled values
1 1.91779
2 1.85114
3 1.6949
4 1.47982
5 1.2714
6 1.1698
7 1.17446
8 1.17912
9 1.18379
10 1.18386
11 1.18394
12 1.18402
13 1.18409
14 1.18417
15 1.18424
16 1.18432
17 1.1844
18 1.18447
19 1.18455
20 1.18463
21 1.18377
22 1.18291
23 1.18205
24 1.18119
25 1.18033
26 1.17947
27 1.17861
28 1.17775
29 1.17689
30 1.17603
31 1.17654
32 1.17706
33 1.17757
34 1.17808
35 1.17859
36 1.1791
37 1.17961
38 1.18012
39 1.18063
40 1.18114
41 1.18097
42 1.18079
43 1.18061
44 1.18043
45 1.18025
46 1.18008
47 1.1799
48 1.17972
49 1.17954
50 1.17936
51 1.18139
52 1.18341
53 1.18544
54 1.18746
55 1.18949
56 1.18661
57 1.18374
58 1.18086
59 1.17799
60 1.17511
61 1.16749
62 1.20113
63 1.27623
64 1.47982
65 1.6949
