# index  number of sampling vertical levels i j
788 18 3844 1023
# k value
1 1.8926
2 1.82683
3 1.67264
4 1.46039
5 1.2547
6 1.15444
9 1.16824
20 1.16907
30 1.16059
40 1.16563
50 1.16388
55 1.17387
60 1.15968
61 1.15216
62 1.18535
63 1.25947
64 1.46039
65 1.67264
# now the complete profile with fillled values
1 1.8926
2 1.82683
3 1.67264
4 1.46039
5 1.2547
6 1.15444
7 1.15904
8 1.16364
9 1.16824
10 1.16832
11 1.16839
12 1.16847
13 1.16854
14 1.16862
15 1.16869
16 1.16877
17 1.16884
18 1.16892
19 1.16899
20 1.16907
21 1.16822
22 1.16737
23 1.16653
24 1.16568
25 1.16483
26 1.16398
27 1.16313
28 1.16229
29 1.16144
30 1.16059
31 1.16109
32 1.1616
33 1.1621
34 1.16261
35 1.16311
36 1.16362
37 1.16412
38 1.16462
39 1.16513
40 1.16563
41 1.16546
42 1.16528
43 1.16511
44 1.16493
45 1.16476
46 1.16458
47 1.1644
48 1.16423
49 1.16405
50 1.16388
51 1.16588
52 1.16787
53 1.16987
54 1.17187
55 1.17387
56 1.17103
57 1.16819
58 1.16535
59 1.16252
60 1.15968
61 1.15216
62 1.18535
63 1.25947
64 1.46039
65 1.67264
