# index  number of sampling vertical levels i j
1512 18 1421 2141
# k value
1 1.7743
2 1.71264
3 1.56809
4 1.3691
5 1.17628
6 1.08228
9 1.09522
20 1.09599
30 1.08804
40 1.09277
50 1.09113
55 1.10049
60 1.08719
61 1.08014
62 1.11126
63 1.18075
64 1.3691
65 1.56809
# now the complete profile with fillled values
1 1.7743
2 1.71264
3 1.56809
4 1.3691
5 1.17628
6 1.08228
7 1.08659
8 1.0909
9 1.09522
10 1.09529
11 1.09536
12 1.09543
13 1.0955
14 1.09557
15 1.09564
16 1.09571
17 1.09578
18 1.09585
19 1.09592
20 1.09599
21 1.0952
22 1.0944
23 1.09361
24 1.09281
25 1.09202
26 1.09122
27 1.09043
28 1.08963
29 1.08884
30 1.08804
31 1.08852
32 1.08899
33 1.08946
34 1.08994
35 1.09041
36 1.09088
37 1.09135
38 1.09183
39 1.0923
40 1.09277
41 1.09261
42 1.09244
43 1.09228
44 1.09211
45 1.09195
46 1.09178
47 1.09162
48 1.09146
49 1.09129
50 1.09113
51 1.093
52 1.09487
53 1.09675
54 1.09862
55 1.10049
56 1.09783
57 1.09517
58 1.09251
59 1.08985
60 1.08719
61 1.08014
62 1.11126
63 1.18075
64 1.3691
65 1.56809
