# index  number of sampling vertical levels i j
1559 18 1724 2195
# k value
1 1.71529
2 1.65568
3 1.51593
4 1.32357
5 1.13715
6 1.04628
9 1.05879
20 1.05954
30 1.05186
40 1.05643
50 1.05484
55 1.06389
60 1.05103
61 1.04422
62 1.0743
63 1.14147
64 1.32357
65 1.51593
# now the complete profile with fillled values
1 1.71529
2 1.65568
3 1.51593
4 1.32357
5 1.13715
6 1.04628
7 1.05045
8 1.05462
9 1.05879
10 1.05886
11 1.05893
12 1.05899
13 1.05906
14 1.05913
15 1.0592
16 1.05927
17 1.05934
18 1.0594
19 1.05947
20 1.05954
21 1.05877
22 1.058
23 1.05724
24 1.05647
25 1.0557
26 1.05493
27 1.05416
28 1.05339
29 1.05262
30 1.05186
31 1.05231
32 1.05277
33 1.05323
34 1.05368
35 1.05414
36 1.0546
37 1.05506
38 1.05551
39 1.05597
40 1.05643
41 1.05627
42 1.05611
43 1.05595
44 1.05579
45 1.05563
46 1.05547
47 1.05531
48 1.05515
49 1.05499
50 1.05484
51 1.05665
52 1.05846
53 1.06027
54 1.06208
55 1.06389
56 1.06132
57 1.05875
58 1.05617
59 1.0536
60 1.05103
61 1.04422
62 1.0743
63 1.14147
64 1.32357
65 1.51593
