# index  number of sampling vertical levels i j
291 18 2513 371
# k value
1 1.69654
2 1.63758
3 1.49936
4 1.3091
5 1.12472
6 1.03484
9 1.04722
20 1.04796
30 1.04036
40 1.04488
50 1.04331
55 1.05226
60 1.03954
61 1.0328
62 1.06256
63 1.129
64 1.3091
65 1.49936
# now the complete profile with fillled values
1 1.69654
2 1.63758
3 1.49936
4 1.3091
5 1.12472
6 1.03484
7 1.03897
8 1.04309
9 1.04722
10 1.04728
11 1.04735
12 1.04742
13 1.04749
14 1.04755
15 1.04762
16 1.04769
17 1.04776
18 1.04783
19 1.04789
20 1.04796
21 1.0472
22 1.04644
23 1.04568
24 1.04492
25 1.04416
26 1.0434
27 1.04264
28 1.04188
29 1.04112
30 1.04036
31 1.04081
32 1.04126
33 1.04171
34 1.04217
35 1.04262
36 1.04307
37 1.04352
38 1.04398
39 1.04443
40 1.04488
41 1.04472
42 1.04457
43 1.04441
44 1.04425
45 1.04409
46 1.04394
47 1.04378
48 1.04362
49 1.04346
50 1.04331
51 1.0451
52 1.04689
53 1.04868
54 1.05047
55 1.05226
56 1.04972
57 1.04717
58 1.04463
59 1.04209
60 1.03954
61 1.0328
62 1.06256
63 1.129
64 1.3091
65 1.49936
