# index  number of sampling vertical levels i j
1894 18 240 2700
# k value
1 4.11606
2 3.97303
3 3.63768
4 3.17608
5 2.72875
6 2.51069
9 2.54071
20 2.54251
30 2.52407
40 2.53504
50 2.53122
55 2.55295
60 2.52209
61 2.50574
62 2.57792
63 2.73912
64 3.17608
65 3.63768
# now the complete profile with fillled values
1 4.11606
2 3.97303
3 3.63768
4 3.17608
5 2.72875
6 2.51069
7 2.5207
8 2.5307
9 2.54071
10 2.54087
11 2.54104
12 2.5412
13 2.54136
14 2.54153
15 2.54169
16 2.54186
17 2.54202
18 2.54218
19 2.54235
20 2.54251
21 2.54067
22 2.53882
23 2.53698
24 2.53513
25 2.53329
26 2.53145
27 2.5296
28 2.52776
29 2.52591
30 2.52407
31 2.52517
32 2.52626
33 2.52736
34 2.52846
35 2.52955
36 2.53065
37 2.53175
38 2.53284
39 2.53394
40 2.53504
41 2.53466
42 2.53428
43 2.53389
44 2.53351
45 2.53313
46 2.53275
47 2.53237
48 2.53198
49 2.5316
50 2.53122
51 2.53557
52 2.53991
53 2.54426
54 2.5486
55 2.55295
56 2.54677
57 2.5406
58 2.53443
59 2.52826
60 2.52209
61 2.50574
62 2.57792
63 2.73912
64 3.17608
65 3.63768
