# index  number of sampling vertical levels i j
1325 18 318 1946
# k value
1 1.84077
2 1.7768
3 1.62683
4 1.4204
5 1.22034
6 1.12282
9 1.13625
20 1.13705
30 1.1288
40 1.13371
50 1.132
55 1.14172
60 1.12792
61 1.12061
62 1.15289
63 1.22498
64 1.4204
65 1.62683
# now the complete profile with fillled values
1 1.84077
2 1.7768
3 1.62683
4 1.4204
5 1.22034
6 1.12282
7 1.1273
8 1.13177
9 1.13625
10 1.13632
11 1.13639
12 1.13647
13 1.13654
14 1.13661
15 1.13669
16 1.13676
17 1.13683
18 1.13691
19 1.13698
20 1.13705
21 1.13623
22 1.1354
23 1.13458
24 1.13375
25 1.13293
26 1.1321
27 1.13128
28 1.13045
29 1.12963
30 1.1288
31 1.1293
32 1.12979
33 1.13028
34 1.13077
35 1.13126
36 1.13175
37 1.13224
38 1.13273
39 1.13322
40 1.13371
41 1.13354
42 1.13337
43 1.1332
44 1.13303
45 1.13286
46 1.13269
47 1.13252
48 1.13234
49 1.13217
50 1.132
51 1.13395
52 1.13589
53 1.13783
54 1.13978
55 1.14172
56 1.13896
57 1.1362
58 1.13344
59 1.13068
60 1.12792
61 1.12061
62 1.15289
63 1.22498
64 1.4204
65 1.62683
