# index  number of sampling vertical levels i j
1369 18 327 2015
# k value
1 1.81573
2 1.75263
3 1.6047
4 1.40107
5 1.20374
6 1.10755
9 1.12079
20 1.12158
30 1.11345
40 1.11829
50 1.1166
55 1.12619
60 1.11257
61 1.10536
62 1.13721
63 1.20831
64 1.40107
65 1.6047
# now the complete profile with fillled values
1 1.81573
2 1.75263
3 1.6047
4 1.40107
5 1.20374
6 1.10755
7 1.11196
8 1.11637
9 1.12079
10 1.12086
11 1.12093
12 1.12101
13 1.12108
14 1.12115
15 1.12122
16 1.12129
17 1.12137
18 1.12144
19 1.12151
20 1.12158
21 1.12077
22 1.11996
23 1.11914
24 1.11833
25 1.11752
26 1.1167
27 1.11589
28 1.11508
29 1.11426
30 1.11345
31 1.11393
32 1.11442
33 1.1149
34 1.11538
35 1.11587
36 1.11635
37 1.11684
38 1.11732
39 1.1178
40 1.11829
41 1.11812
42 1.11795
43 1.11778
44 1.11761
45 1.11745
46 1.11728
47 1.11711
48 1.11694
49 1.11677
50 1.1166
51 1.11852
52 1.12044
53 1.12235
54 1.12427
55 1.12619
56 1.12346
57 1.12074
58 1.11802
59 1.1153
60 1.11257
61 1.10536
62 1.13721
63 1.20831
64 1.40107
65 1.6047
