# index  number of sampling vertical levels i j
265 18 53 215
# k value
1 1.68067
2 1.62226
3 1.48533
4 1.29685
5 1.1142
6 1.02516
9 1.03742
20 1.03816
30 1.03062
40 1.0351
50 1.03354
55 1.04242
60 1.02982
61 1.02314
62 1.05261
63 1.11844
64 1.29685
65 1.48533
# now the complete profile with fillled values
1 1.68067
2 1.62226
3 1.48533
4 1.29685
5 1.1142
6 1.02516
7 1.02925
8 1.03333
9 1.03742
10 1.03749
11 1.03755
12 1.03762
13 1.03769
14 1.03775
15 1.03782
16 1.03789
17 1.03795
18 1.03802
19 1.03809
20 1.03816
21 1.0374
22 1.03665
23 1.0359
24 1.03514
25 1.03439
26 1.03364
27 1.03288
28 1.03213
29 1.03138
30 1.03062
31 1.03107
32 1.03152
33 1.03197
34 1.03242
35 1.03286
36 1.03331
37 1.03376
38 1.03421
39 1.03466
40 1.0351
41 1.03495
42 1.03479
43 1.03464
44 1.03448
45 1.03432
46 1.03417
47 1.03401
48 1.03386
49 1.0337
50 1.03354
51 1.03532
52 1.03709
53 1.03887
54 1.04064
55 1.04242
56 1.0399
57 1.03738
58 1.03486
59 1.03234
60 1.02982
61 1.02314
62 1.05261
63 1.11844
64 1.29685
65 1.48533
