# index  number of sampling vertical levels i j
1753 18 3428 2539
# k value
1 1.64805
2 1.59078
3 1.4565
4 1.27168
5 1.09257
6 1.00526
9 1.01728
20 1.01801
30 1.01062
40 1.01501
50 1.01348
55 1.02218
60 1.00983
61 1.00328
62 1.03218
63 1.09673
64 1.27168
65 1.4565
# now the complete profile with fillled values
1 1.64805
2 1.59078
3 1.4565
4 1.27168
5 1.09257
6 1.00526
7 1.00927
8 1.01328
9 1.01728
10 1.01735
11 1.01741
12 1.01748
13 1.01755
14 1.01761
15 1.01768
16 1.01774
17 1.01781
18 1.01787
19 1.01794
20 1.01801
21 1.01727
22 1.01653
23 1.01579
24 1.01505
25 1.01431
26 1.01357
27 1.01284
28 1.0121
29 1.01136
30 1.01062
31 1.01106
32 1.0115
33 1.01194
34 1.01238
35 1.01282
36 1.01326
37 1.0137
38 1.01413
39 1.01457
40 1.01501
41 1.01486
42 1.01471
43 1.01455
44 1.0144
45 1.01425
46 1.0141
47 1.01394
48 1.01379
49 1.01364
50 1.01348
51 1.01522
52 1.01696
53 1.0187
54 1.02044
55 1.02218
56 1.01971
57 1.01724
58 1.01477
59 1.0123
60 1.00983
61 1.00328
62 1.03218
63 1.09673
64 1.27168
65 1.4565
