# index  number of sampling vertical levels i j
1585 18 34 2414
# k value
1 1.69484
2 1.63594
3 1.49786
4 1.30779
5 1.1236
6 1.03381
9 1.04617
20 1.04691
30 1.03932
40 1.04383
50 1.04226
55 1.05121
60 1.0385
61 1.03177
62 1.06149
63 1.12787
64 1.30779
65 1.49786
# now the complete profile with fillled values
1 1.69484
2 1.63594
3 1.49786
4 1.30779
5 1.1236
6 1.03381
7 1.03793
8 1.04205
9 1.04617
10 1.04624
11 1.0463
12 1.04637
13 1.04644
14 1.04651
15 1.04657
16 1.04664
17 1.04671
18 1.04678
19 1.04684
20 1.04691
21 1.04615
22 1.04539
23 1.04463
24 1.04387
25 1.04311
26 1.04235
27 1.0416
28 1.04084
29 1.04008
30 1.03932
31 1.03977
32 1.04022
33 1.04067
34 1.04112
35 1.04158
36 1.04203
37 1.04248
38 1.04293
39 1.04338
40 1.04383
41 1.04368
42 1.04352
43 1.04336
44 1.04321
45 1.04305
46 1.04289
47 1.04273
48 1.04258
49 1.04242
50 1.04226
51 1.04405
52 1.04584
53 1.04763
54 1.04942
55 1.05121
56 1.04867
57 1.04613
58 1.04358
59 1.04104
60 1.0385
61 1.03177
62 1.06149
63 1.12787
64 1.30779
65 1.49786
