# index  number of sampling vertical levels i j
1283 18 502 1863
# k value
1 1.85551
2 1.79103
3 1.63986
4 1.43177
5 1.23012
6 1.13181
9 1.14535
20 1.14616
30 1.13785
40 1.14279
50 1.14107
55 1.15086
60 1.13695
61 1.12958
62 1.16212
63 1.23479
64 1.43177
65 1.63986
# now the complete profile with fillled values
1 1.85551
2 1.79103
3 1.63986
4 1.43177
5 1.23012
6 1.13181
7 1.13633
8 1.14084
9 1.14535
10 1.14542
11 1.14549
12 1.14557
13 1.14564
14 1.14572
15 1.14579
16 1.14586
17 1.14594
18 1.14601
19 1.14609
20 1.14616
21 1.14533
22 1.1445
23 1.14367
24 1.14283
25 1.142
26 1.14117
27 1.14034
28 1.13951
29 1.13868
30 1.13785
31 1.13834
32 1.13883
33 1.13933
34 1.13982
35 1.14032
36 1.14081
37 1.14131
38 1.1418
39 1.1423
40 1.14279
41 1.14262
42 1.14245
43 1.14227
44 1.1421
45 1.14193
46 1.14176
47 1.14159
48 1.14141
49 1.14124
50 1.14107
51 1.14303
52 1.14499
53 1.14695
54 1.1489
55 1.15086
56 1.14808
57 1.1453
58 1.14252
59 1.13973
60 1.13695
61 1.12958
62 1.16212
63 1.23479
64 1.43177
65 1.63986
