# index  number of sampling vertical levels i j
1301 18 2336 1823
# k value
1 1.86309
2 1.79835
3 1.64656
4 1.43762
5 1.23514
6 1.13644
9 1.15003
20 1.15084
30 1.14249
40 1.14746
50 1.14573
55 1.15557
60 1.1416
61 1.1342
62 1.16687
63 1.23984
64 1.43762
65 1.64656
# now the complete profile with fillled values
1 1.86309
2 1.79835
3 1.64656
4 1.43762
5 1.23514
6 1.13644
7 1.14097
8 1.1455
9 1.15003
10 1.1501
11 1.15017
12 1.15025
13 1.15032
14 1.1504
15 1.15047
16 1.15055
17 1.15062
18 1.15069
19 1.15077
20 1.15084
21 1.15001
22 1.14917
23 1.14834
24 1.1475
25 1.14667
26 1.14583
27 1.145
28 1.14416
29 1.14333
30 1.14249
31 1.14299
32 1.14349
33 1.14398
34 1.14448
35 1.14498
36 1.14547
37 1.14597
38 1.14647
39 1.14696
40 1.14746
41 1.14729
42 1.14711
43 1.14694
44 1.14677
45 1.1466
46 1.14642
47 1.14625
48 1.14608
49 1.1459
50 1.14573
51 1.1477
52 1.14967
53 1.15163
54 1.1536
55 1.15557
56 1.15277
57 1.14998
58 1.14718
59 1.14439
60 1.1416
61 1.1342
62 1.16687
63 1.23984
64 1.43762
65 1.64656
