# index  number of sampling vertical levels i j
513 18 2735 676
# k value
1 1.80073
2 1.73816
3 1.59145
4 1.3895
5 1.1938
6 1.0984
9 1.11153
20 1.11232
30 1.10425
40 1.10905
50 1.10738
55 1.11689
60 1.10339
61 1.09623
62 1.12781
63 1.19834
64 1.3895
65 1.59145
# now the complete profile with fillled values
1 1.80073
2 1.73816
3 1.59145
4 1.3895
5 1.1938
6 1.0984
7 1.10278
8 1.10715
9 1.11153
10 1.1116
11 1.11168
12 1.11175
13 1.11182
14 1.11189
15 1.11196
16 1.11203
17 1.11211
18 1.11218
19 1.11225
20 1.11232
21 1.11151
22 1.11071
23 1.1099
24 1.10909
25 1.10829
26 1.10748
27 1.10667
28 1.10587
29 1.10506
30 1.10425
31 1.10473
32 1.10521
33 1.10569
34 1.10617
35 1.10665
36 1.10713
37 1.10761
38 1.10809
39 1.10857
40 1.10905
41 1.10888
42 1.10872
43 1.10855
44 1.10838
45 1.10822
46 1.10805
47 1.10788
48 1.10771
49 1.10755
50 1.10738
51 1.10928
52 1.11118
53 1.11308
54 1.11498
55 1.11689
56 1.11419
57 1.11149
58 1.10879
59 1.10609
60 1.10339
61 1.09623
62 1.12781
63 1.19834
64 1.3895
65 1.59145
