# index  number of sampling vertical levels i j
1881 18 3027 2680
# k value
1 1.63969
2 1.58271
3 1.44912
4 1.26524
5 1.08704
6 1.00017
9 1.01213
20 1.01284
30 1.0055
40 1.00987
50 1.00835
55 1.017
60 1.00471
61 0.998195
62 1.02695
63 1.09117
64 1.26524
65 1.44912
# now the complete profile with fillled values
1 1.63969
2 1.58271
3 1.44912
4 1.26524
5 1.08704
6 1.00017
7 1.00415
8 1.00814
9 1.01213
10 1.01219
11 1.01226
12 1.01232
13 1.01239
14 1.01245
15 1.01252
16 1.01258
17 1.01265
18 1.01271
19 1.01278
20 1.01284
21 1.01211
22 1.01138
23 1.01064
24 1.00991
25 1.00917
26 1.00844
27 1.0077
28 1.00697
29 1.00623
30 1.0055
31 1.00593
32 1.00637
33 1.00681
34 1.00725
35 1.00768
36 1.00812
37 1.00856
38 1.00899
39 1.00943
40 1.00987
41 1.00972
42 1.00956
43 1.00941
44 1.00926
45 1.00911
46 1.00896
47 1.0088
48 1.00865
49 1.0085
50 1.00835
51 1.01008
52 1.01181
53 1.01354
54 1.01527
55 1.017
56 1.01454
57 1.01208
58 1.00963
59 1.00717
60 1.00471
61 0.998195
62 1.02695
63 1.09117
64 1.26524
65 1.44912
