# index  number of sampling vertical levels i j
1066 18 781 1516
# k value
1 1.88546
2 1.81994
3 1.66633
4 1.45488
5 1.24997
6 1.15008
9 1.16383
20 1.16466
30 1.15621
40 1.16124
50 1.15949
55 1.16944
60 1.1553
61 1.14781
62 1.18088
63 1.25472
64 1.45488
65 1.66633
# now the complete profile with fillled values
1 1.88546
2 1.81994
3 1.66633
4 1.45488
5 1.24997
6 1.15008
7 1.15467
8 1.15925
9 1.16383
10 1.16391
11 1.16398
12 1.16406
13 1.16413
14 1.16421
15 1.16428
16 1.16436
17 1.16443
18 1.16451
19 1.16458
20 1.16466
21 1.16381
22 1.16297
23 1.16213
24 1.16128
25 1.16044
26 1.15959
27 1.15875
28 1.1579
29 1.15706
30 1.15621
31 1.15671
32 1.15722
33 1.15772
34 1.15822
35 1.15872
36 1.15923
37 1.15973
38 1.16023
39 1.16073
40 1.16124
41 1.16106
42 1.16089
43 1.16071
44 1.16054
45 1.16036
46 1.16019
47 1.16001
48 1.15984
49 1.15966
50 1.15949
51 1.16148
52 1.16347
53 1.16546
54 1.16745
55 1.16944
56 1.16661
57 1.16378
58 1.16096
59 1.15813
60 1.1553
61 1.14781
62 1.18088
63 1.25472
64 1.45488
65 1.66633
