# index  number of sampling vertical levels i j
984 18 1396 1381
# k value
1 1.91281
2 1.84634
3 1.6905
4 1.47598
5 1.2681
6 1.16676
9 1.18072
20 1.18155
30 1.17298
40 1.17808
50 1.17631
55 1.1864
60 1.17206
61 1.16446
62 1.19801
63 1.27292
64 1.47598
65 1.6905
# now the complete profile with fillled values
1 1.91281
2 1.84634
3 1.6905
4 1.47598
5 1.2681
6 1.16676
7 1.17142
8 1.17607
9 1.18072
10 1.18079
11 1.18087
12 1.18094
13 1.18102
14 1.1811
15 1.18117
16 1.18125
17 1.18132
18 1.1814
19 1.18148
20 1.18155
21 1.1807
22 1.17984
23 1.17898
24 1.17812
25 1.17727
26 1.17641
27 1.17555
28 1.1747
29 1.17384
30 1.17298
31 1.17349
32 1.174
33 1.17451
34 1.17502
35 1.17553
36 1.17604
37 1.17655
38 1.17706
39 1.17757
40 1.17808
41 1.1779
42 1.17773
43 1.17755
44 1.17737
45 1.17719
46 1.17702
47 1.17684
48 1.17666
49 1.17648
50 1.17631
51 1.17832
52 1.18034
53 1.18236
54 1.18438
55 1.1864
56 1.18353
57 1.18067
58 1.1778
59 1.17493
60 1.17206
61 1.16446
62 1.19801
63 1.27292
64 1.47598
65 1.6905
