# index  number of sampling vertical levels i j
1556 18 1425 2203
# k value
1 0.624473
2 0.602772
3 0.551895
4 0.481863
5 0.413995
6 0.380912
9 0.385467
20 0.38574
30 0.382942
40 0.384606
50 0.384027
55 0.387323
60 0.382641
61 0.380161
62 0.391112
63 0.415569
64 0.481863
65 0.551895
# now the complete profile with fillled values
1 0.624473
2 0.602772
3 0.551895
4 0.481863
5 0.413995
6 0.380912
7 0.38243
8 0.383948
9 0.385467
10 0.385491
11 0.385516
12 0.385541
13 0.385566
14 0.385591
15 0.385616
16 0.385641
17 0.385665
18 0.38569
19 0.385715
20 0.38574
21 0.38546
22 0.38518
23 0.384901
24 0.384621
25 0.384341
26 0.384061
27 0.383781
28 0.383502
29 0.383222
30 0.382942
31 0.383108
32 0.383275
33 0.383441
34 0.383608
35 0.383774
36 0.383941
37 0.384107
38 0.384273
39 0.38444
40 0.384606
41 0.384548
42 0.38449
43 0.384432
44 0.384375
45 0.384317
46 0.384259
47 0.384201
48 0.384143
49 0.384085
50 0.384027
51 0.384686
52 0.385345
53 0.386005
54 0.386664
55 0.387323
56 0.386387
57 0.38545
58 0.384514
59 0.383578
60 0.382641
61 0.380161
62 0.391112
63 0.415569
64 0.481863
65 0.551895
