# index  number of sampling vertical levels i j
192 18 1445 248
# k value
1 0.602577
2 0.581637
3 0.532544
4 0.464967
5 0.399479
6 0.367556
9 0.371951
20 0.372215
30 0.369515
40 0.371121
50 0.370562
55 0.373742
60 0.369224
61 0.366831
62 0.377399
63 0.400998
64 0.464967
65 0.532544
# now the complete profile with fillled values
1 0.602577
2 0.581637
3 0.532544
4 0.464967
5 0.399479
6 0.367556
7 0.369021
8 0.370486
9 0.371951
10 0.371975
11 0.371999
12 0.372023
13 0.372047
14 0.372071
15 0.372095
16 0.372119
17 0.372143
18 0.372167
19 0.372191
20 0.372215
21 0.371945
22 0.371675
23 0.371405
24 0.371135
25 0.370865
26 0.370595
27 0.370325
28 0.370055
29 0.369785
30 0.369515
31 0.369675
32 0.369836
33 0.369996
34 0.370157
35 0.370318
36 0.370478
37 0.370639
38 0.370799
39 0.37096
40 0.371121
41 0.371065
42 0.371009
43 0.370953
44 0.370897
45 0.370841
46 0.370785
47 0.370729
48 0.370673
49 0.370617
50 0.370562
51 0.371198
52 0.371834
53 0.37247
54 0.373106
55 0.373742
56 0.372839
57 0.371935
58 0.371031
59 0.370128
60 0.369224
61 0.366831
62 0.377399
63 0.400998
64 0.464967
65 0.532544
