# index  number of sampling vertical levels i j
1143 18 3950 1626
# k value
1 3.11514
2 3.00688
3 2.75309
4 2.40373
5 2.06518
6 1.90015
9 1.92287
20 1.92423
30 1.91028
40 1.91858
50 1.91569
55 1.93213
60 1.90878
61 1.8964
62 1.95103
63 2.07303
64 2.40373
65 2.75309
# now the complete profile with fillled values
1 3.11514
2 3.00688
3 2.75309
4 2.40373
5 2.06518
6 1.90015
7 1.90772
8 1.9153
9 1.92287
10 1.92299
11 1.92312
12 1.92324
13 1.92337
14 1.92349
15 1.92361
16 1.92374
17 1.92386
18 1.92399
19 1.92411
20 1.92423
21 1.92284
22 1.92144
23 1.92005
24 1.91865
25 1.91726
26 1.91586
27 1.91446
28 1.91307
29 1.91167
30 1.91028
31 1.91111
32 1.91194
33 1.91277
34 1.9136
35 1.91443
36 1.91526
37 1.91609
38 1.91692
39 1.91775
40 1.91858
41 1.91829
42 1.918
43 1.91771
44 1.91742
45 1.91713
46 1.91684
47 1.91656
48 1.91627
49 1.91598
50 1.91569
51 1.91898
52 1.92227
53 1.92555
54 1.92884
55 1.93213
56 1.92746
57 1.92279
58 1.91812
59 1.91345
60 1.90878
61 1.8964
62 1.95103
63 2.07303
64 2.40373
65 2.75309
