# index  number of sampling vertical levels i j
899 18 1711 1255
# k value
1 0.667228
2 0.644041
3 0.589681
4 0.514853
5 0.442339
6 0.406991
9 0.411857
20 0.41215
30 0.40916
40 0.410938
50 0.410319
55 0.413841
60 0.408839
61 0.406188
62 0.41789
63 0.444021
64 0.514853
65 0.589681
# now the complete profile with fillled values
1 0.667228
2 0.644041
3 0.589681
4 0.514853
5 0.442339
6 0.406991
7 0.408613
8 0.410235
9 0.411857
10 0.411884
11 0.411911
12 0.411937
13 0.411964
14 0.41199
15 0.412017
16 0.412043
17 0.41207
18 0.412097
19 0.412123
20 0.41215
21 0.411851
22 0.411552
23 0.411253
24 0.410954
25 0.410655
26 0.410356
27 0.410057
28 0.409758
29 0.409459
30 0.40916
31 0.409338
32 0.409516
33 0.409693
34 0.409871
35 0.410049
36 0.410227
37 0.410405
38 0.410583
39 0.41076
40 0.410938
41 0.410876
42 0.410815
43 0.410753
44 0.410691
45 0.410629
46 0.410567
47 0.410505
48 0.410443
49 0.410381
50 0.410319
51 0.411024
52 0.411728
53 0.412432
54 0.413137
55 0.413841
56 0.412841
57 0.41184
58 0.41084
59 0.409839
60 0.408839
61 0.406188
62 0.41789
63 0.444021
64 0.514853
65 0.589681
