# index  number of sampling vertical levels i j
157 18 2307 195
# k value
1 0.59696
2 0.576215
3 0.52758
4 0.460633
5 0.395755
6 0.36413
9 0.368484
20 0.368745
30 0.36607
40 0.367661
50 0.367107
55 0.370258
60 0.365783
61 0.363411
62 0.373881
63 0.39726
64 0.460633
65 0.52758
# now the complete profile with fillled values
1 0.59696
2 0.576215
3 0.52758
4 0.460633
5 0.395755
6 0.36413
7 0.365581
8 0.367032
9 0.368484
10 0.368507
11 0.368531
12 0.368555
13 0.368579
14 0.368602
15 0.368626
16 0.36865
17 0.368674
18 0.368698
19 0.368721
20 0.368745
21 0.368478
22 0.36821
23 0.367943
24 0.367675
25 0.367408
26 0.36714
27 0.366873
28 0.366605
29 0.366338
30 0.36607
31 0.366229
32 0.366388
33 0.366547
34 0.366707
35 0.366866
36 0.367025
37 0.367184
38 0.367343
39 0.367502
40 0.367661
41 0.367606
42 0.36755
43 0.367495
44 0.36744
45 0.367384
46 0.367329
47 0.367274
48 0.367218
49 0.367163
50 0.367107
51 0.367738
52 0.368368
53 0.368998
54 0.369628
55 0.370258
56 0.369363
57 0.368468
58 0.367573
59 0.366678
60 0.365783
61 0.363411
62 0.373881
63 0.39726
64 0.460633
65 0.52758
