# index  number of sampling vertical levels i j
0 18 74 1
# k value
1 3.10246
2 2.99465
3 2.74189
4 2.39396
5 2.05678
6 1.89242
9 1.91505
20 1.91641
30 1.9025
40 1.91077
50 1.90789
55 1.92427
60 1.90101
61 1.88869
62 1.9431
63 2.0646
64 2.39396
65 2.74189
# now the complete profile with fillled values
1 3.10246
2 2.99465
3 2.74189
4 2.39396
5 2.05678
6 1.89242
7 1.89996
8 1.9075
9 1.91505
10 1.91517
11 1.91529
12 1.91542
13 1.91554
14 1.91566
15 1.91579
16 1.91591
17 1.91604
18 1.91616
19 1.91628
20 1.91641
21 1.91502
22 1.91363
23 1.91224
24 1.91085
25 1.90945
26 1.90806
27 1.90667
28 1.90528
29 1.90389
30 1.9025
31 1.90333
32 1.90416
33 1.90498
34 1.90581
35 1.90664
36 1.90747
37 1.90829
38 1.90912
39 1.90995
40 1.91077
41 1.91049
42 1.9102
43 1.90991
44 1.90962
45 1.90933
46 1.90905
47 1.90876
48 1.90847
49 1.90818
50 1.90789
51 1.91117
52 1.91444
53 1.91772
54 1.921
55 1.92427
56 1.91962
57 1.91497
58 1.91031
59 1.90566
60 1.90101
61 1.88869
62 1.9431
63 2.0646
64 2.39396
65 2.74189
