# index  number of sampling vertical levels i j
1798 18 3498 2618
# k value
1 0.698205
2 0.673942
3 0.617058
4 0.538757
5 0.462876
6 0.425887
9 0.430979
20 0.431285
30 0.428156
40 0.430017
50 0.429369
55 0.433055
60 0.42782
61 0.425046
62 0.437292
63 0.464636
64 0.538757
65 0.617058
# now the complete profile with fillled values
1 0.698205
2 0.673942
3 0.617058
4 0.538757
5 0.462876
6 0.425887
7 0.427584
8 0.429282
9 0.430979
10 0.431007
11 0.431035
12 0.431062
13 0.43109
14 0.431118
15 0.431146
16 0.431174
17 0.431201
18 0.431229
19 0.431257
20 0.431285
21 0.430972
22 0.430659
23 0.430346
24 0.430033
25 0.42972
26 0.429408
27 0.429095
28 0.428782
29 0.428469
30 0.428156
31 0.428342
32 0.428528
33 0.428714
34 0.428901
35 0.429087
36 0.429273
37 0.429459
38 0.429645
39 0.429831
40 0.430017
41 0.429952
42 0.429888
43 0.429823
44 0.429758
45 0.429693
46 0.429628
47 0.429564
48 0.429499
49 0.429434
50 0.429369
51 0.430106
52 0.430843
53 0.431581
54 0.432318
55 0.433055
56 0.432008
57 0.430961
58 0.429914
59 0.428867
60 0.42782
61 0.425046
62 0.437292
63 0.464636
64 0.538757
65 0.617058
