# index  number of sampling vertical levels i j
56 18 1100 38
# k value
1 0.95041
2 0.917383
3 0.839951
4 0.733366
5 0.630076
6 0.579725
9 0.586657
20 0.587073
30 0.582814
40 0.585348
50 0.584466
55 0.589482
60 0.582357
61 0.578581
62 0.595249
63 0.632471
64 0.733366
65 0.839951
# now the complete profile with fillled values
1 0.95041
2 0.917383
3 0.839951
4 0.733366
5 0.630076
6 0.579725
7 0.582036
8 0.584346
9 0.586657
10 0.586695
11 0.586732
12 0.58677
13 0.586808
14 0.586846
15 0.586884
16 0.586922
17 0.586959
18 0.586997
19 0.587035
20 0.587073
21 0.586647
22 0.586221
23 0.585795
24 0.58537
25 0.584944
26 0.584518
27 0.584092
28 0.583666
29 0.58324
30 0.582814
31 0.583068
32 0.583321
33 0.583574
34 0.583828
35 0.584081
36 0.584334
37 0.584588
38 0.584841
39 0.585094
40 0.585348
41 0.585259
42 0.585171
43 0.585083
44 0.584995
45 0.584907
46 0.584818
47 0.58473
48 0.584642
49 0.584554
50 0.584466
51 0.585469
52 0.586472
53 0.587476
54 0.588479
55 0.589482
56 0.588057
57 0.586632
58 0.585207
59 0.583782
60 0.582357
61 0.578581
62 0.595249
63 0.632471
64 0.733366
65 0.839951
