# index  number of sampling vertical levels i j
442 18 75 511
# k value
1 0.789256
2 0.761829
3 0.697527
4 0.609014
5 0.523239
6 0.481426
9 0.487182
20 0.487527
30 0.483991
40 0.486094
50 0.485362
55 0.489528
60 0.483611
61 0.480476
62 0.494317
63 0.525227
64 0.609014
65 0.697527
# now the complete profile with fillled values
1 0.789256
2 0.761829
3 0.697527
4 0.609014
5 0.523239
6 0.481426
7 0.483344
8 0.485263
9 0.487182
10 0.487213
11 0.487244
12 0.487276
13 0.487307
14 0.487339
15 0.48737
16 0.487402
17 0.487433
18 0.487464
19 0.487496
20 0.487527
21 0.487174
22 0.48682
23 0.486466
24 0.486113
25 0.485759
26 0.485405
27 0.485052
28 0.484698
29 0.484344
30 0.483991
31 0.484201
32 0.484412
33 0.484622
34 0.484832
35 0.485043
36 0.485253
37 0.485463
38 0.485674
39 0.485884
40 0.486094
41 0.486021
42 0.485948
43 0.485875
44 0.485802
45 0.485728
46 0.485655
47 0.485582
48 0.485509
49 0.485435
50 0.485362
51 0.486195
52 0.487028
53 0.487862
54 0.488695
55 0.489528
56 0.488345
57 0.487161
58 0.485978
59 0.484794
60 0.483611
61 0.480476
62 0.494317
63 0.525227
64 0.609014
65 0.697527
