# index  number of sampling vertical levels i j
1267 18 3353 1790
# k value
1 0.655091
2 0.632326
3 0.578954
4 0.505488
5 0.434293
6 0.399588
9 0.404366
20 0.404653
30 0.401717
40 0.403463
50 0.402856
55 0.406313
60 0.401402
61 0.3988
62 0.410289
63 0.435944
64 0.505488
65 0.578954
# now the complete profile with fillled values
1 0.655091
2 0.632326
3 0.578954
4 0.505488
5 0.434293
6 0.399588
7 0.401181
8 0.402773
9 0.404366
10 0.404392
11 0.404418
12 0.404444
13 0.40447
14 0.404496
15 0.404522
16 0.404548
17 0.404575
18 0.404601
19 0.404627
20 0.404653
21 0.404359
22 0.404066
23 0.403772
24 0.403479
25 0.403185
26 0.402892
27 0.402598
28 0.402304
29 0.402011
30 0.401717
31 0.401892
32 0.402067
33 0.402241
34 0.402416
35 0.40259
36 0.402765
37 0.40294
38 0.403114
39 0.403289
40 0.403463
41 0.403403
42 0.403342
43 0.403281
44 0.40322
45 0.40316
46 0.403099
47 0.403038
48 0.402977
49 0.402916
50 0.402856
51 0.403547
52 0.404239
53 0.40493
54 0.405622
55 0.406313
56 0.405331
57 0.404349
58 0.403367
59 0.402384
60 0.401402
61 0.3988
62 0.410289
63 0.435944
64 0.505488
65 0.578954
